file_id,label,activity_class,teff,logg,star_mass_msun,star_radius_rsun,rotation_period_days,inclination_deg,sigma_ppm,tau_days,spot_enable,spot_count,spot_radius_deg,spot_contrast,spot_lifetime_days,spot_latitude_deg,spot_longitude_deg,spot_domega,flare_enable,flare_mean_period_days,flare_amplitude_ppm,planet_present,planet_period_days,planet_radius_rjup,planet_radius_earth,planet_sma_au,transit_depth_ppm,seed
0000000970,2,mild,6352.7,4.457,1.0964448227278059,1.046103595096365,31.46,83.22,23.31,1.866,1,1,1.63,0.665,8.8,-18.89,11.39,0.248,1,30.73,53.1,1,9.1262,0.24631,2.70941,0.08813,559.3898492898032,543688478
0000000675,1,strong,5759.2,4.389,1.0074172516516164,1.0619355989065524,10.51,72.6,91.4,1.666,1,5,2.246,0.542,11.9,1.73,180.08,0.085,1,4.203,133.6,0,,,,,,1447677653
0000001008,2,mild,5839.6,4.541,0.9816461126558773,0.8866216496852874,31.2,15.87,7.53,2.109,1,2,1.705,0.762,8.7,-16.58,227.16,0.202,1,32.93,30.5,1,6.5542,0.15904,1.7494399999999999,0.06812,324.66535884371115,1654698500
0000000614,1,strong,5788.5,4.204,1.1854723938039953,1.42949524112597,21.99,52.83,45.33,2.921,1,5,1.9,0.578,23.4,-3.01,214.2,0.109,1,3.985,142.4,0,,,,,,1296222553
0000001292,3,strong,6066.0,4.375,1.0706736837320667,1.1102374018422163,8.32,55.46,39.35,4.355,1,3,2.327,0.507,8.9,9.76,198.79,0.082,1,1.783,106.8,1,16.2948,0.09652,1.06172,0.12868,76.26105358970314,1484286764
0000000517,1,strong,5733.7,4.224,1.194843717075173,1.406651622928195,17.76,21.53,52.74,4.567,1,3,2.36,0.441,18.6,-16.47,32.97,0.118,1,3.152,139.1,0,,,,,,695306396
0000000413,1,strong,5994.6,4.384,1.065988022096431,1.0980515234578083,14.49,46.68,89.15,3.442,1,3,2.53,0.535,13.2,-4.75,165.45,0.094,1,4.056,114.8,0,,,,,,1507870665
0000000038,0,mild,5312.9,4.511,0.9031612802598041,0.8607330178743947,25.93,88.68,20.67,0.799,1,3,1.347,0.719,12.2,4.26,239.89,0.221,1,22.97,18.2,0,,,,,,919143385
0000000590,1,strong,6233.6,4.32,1.108158976816778,1.2045853901561259,14.64,18.2,114.25,4.642,1,2,1.865,0.55,15.5,-4.12,165.6,0.099,1,2.421,119.1,0,,,,,,1548820378
0000000082,0,mild,6112.5,4.365,1.0613023604607905,1.1193349026853834,27.49,64.51,18.14,2.356,1,2,1.585,0.718,15.4,-0.68,119.25,0.187,1,27.02,16.3,0,,,,,,996129705
0000000551,1,strong,5727.9,4.502,0.9781318664291857,0.9188535756377715,11.67,32.55,78.35,1.995,1,4,1.98,0.58,9.8,-12.11,230.0,0.104,1,5.963,664.1,0,,,,,,1238358715
0000001147,3,strong,5487.1,4.365,0.9816461126558773,1.077002226731125,19.86,55.66,98.17,1.64,1,2,2.115,0.585,19.8,-7.07,281.74,0.103,1,1.628,309.1,1,11.8855,0.10523,1.15753,0.1013,96.32650886050398,1848673777
0000000026,0,mild,5413.0,4.319,1.0472453755541222,1.1700163641126053,22.87,83.47,5.26,2.355,1,2,1.465,0.73,7.9,12.12,243.81,0.188,1,76.02,44.7,0,,,,,,1350723616
0000001297,3,strong,5647.5,4.301,0.9254181730288105,1.1253676908071304,8.44,89.76,87.86,1.861,1,4,2.083,0.579,8.3,23.37,232.89,0.105,1,1.39,159.8,1,39.9299,0.34261,3.7687100000000004,0.2228,935.2141453660105,1798357381
0000000852,2,mild,5755.9,4.293,1.0941019919100112,1.23744425707751,27.24,79.64,11.05,1.919,1,1,1.24,0.793,14.1,17.43,87.9,0.151,1,56.66,16.5,1,9.0939,0.33943,3.73373,0.08786,759.1874871861676,1668883271
0000001383,3,strong,5757.3,4.369,0.9219039268021187,1.0388468676517166,19.95,78.57,57.0,4.15,1,5,2.298,0.555,22.2,-18.85,183.68,0.096,1,4.038,110.0,1,12.761,0.11084,1.2192399999999999,0.10401,114.86556341532732,1247753347
0000001275,3,strong,5421.3,4.445,0.9090183573042493,0.9402296018484774,19.47,66.05,29.6,4.584,1,5,2.538,0.466,17.7,-5.36,146.49,0.074,1,1.132,106.6,1,8.0623,0.23046,2.53506,0.07623,606.2100845982419,2079352010
0000000299,0,mild,5452.7,4.306,1.1058161459989835,1.2257352423468506,34.53,87.11,12.71,0.589,1,1,1.01,0.8,13.2,0.52,30.1,0.123,1,29.24,95.9,0,,,,,,702203776
0000000058,0,mild,5892.2,4.482,1.065988022096431,0.9795271003308955,22.56,21.68,38.26,1.497,1,2,1.375,0.664,13.1,-10.27,131.36,0.197,1,36.38,32.5,0,,,,,,1005889176
0000001371,3,strong,5380.8,4.275,1.1468156853103866,1.2913435617107656,13.06,53.0,112.13,1.61,1,2,2.61,0.514,10.4,28.2,209.56,0.09,1,4.536,100.9,1,5.2844,0.11115,1.22265,0.06215,74.75413371161312,289021716
0000000035,0,mild,6159.1,4.41,1.0683308529142723,1.0690205868410836,23.25,53.73,11.83,1.135,1,1,0.54,0.682,4.9,9.01,254.91,0.142,1,55.68,20.5,0,,,,,,19885230
0000001309,3,strong,6206.3,4.268,1.0472453755541222,1.2446253316445446,15.54,66.6,82.98,3.541,1,2,2.095,0.594,12.6,-11.62,95.18,0.08,1,2.264,511.6,1,8.8807,0.19003,2.0903300000000002,0.08523,235.21604707320503,393291556
0000001302,3,strong,6149.3,4.34,1.140958608265676,1.1954856957279558,20.79,32.75,132.22,3.949,1,5,2.088,0.481,24.9,-15.76,278.05,0.089,1,4.004,207.1,1,16.2663,0.14245,1.5669499999999998,0.13129,143.2636531424019,1241110090
0000001041,2,mild,6384.3,4.44,1.1690725780794338,1.1079849735937797,22.48,17.98,13.0,1.621,1,1,1.6,0.737,7.6,17.95,95.59,0.249,1,36.9,62.6,1,5.2722,0.24283,2.67113,0.06245,484.6596013526086,1476088835
0000001149,3,strong,5423.8,4.528,0.9371323271177827,0.8680552420068448,15.65,75.45,37.02,4.143,1,4,2.095,0.496,15.2,3.12,234.0,0.113,1,2.532,123.8,1,8.0207,0.09781,1.07591,0.07674,128.10664923169202,1957412047
0000000611,1,strong,5726.0,4.476,0.9301038346643994,0.9217771934614967,20.38,44.77,96.81,4.905,1,2,2.44,0.427,25.6,-13.61,149.2,0.146,1,5.756,163.0,0,,,,,,1626926942
0000000378,1,strong,5644.9,4.54,0.9558749736601384,0.8736155642781708,20.53,46.97,44.05,1.124,1,3,1.97,0.538,22.5,-3.16,153.92,0.126,1,1.155,220.1,0,,,,,,899794812
0000000235,0,mild,5349.0,4.316,1.0812164224121417,1.1908216527095739,30.75,47.83,18.37,2.174,1,1,0.76,0.629,9.7,0.17,190.19,0.121,1,49.79,22.3,0,,,,,,1809837537
0000001431,3,strong,5639.4,4.405,0.9324466654821938,0.9991875120235006,20.98,50.33,26.39,4.872,1,4,2.728,0.483,21.1,2.39,287.02,0.105,1,4.748,124.0,1,40.686,0.25984,2.8582400000000003,0.22617,682.3668216821518,292246436
0000000758,2,mild,6323.0,4.347,1.1690725780794338,1.2000503609409803,33.34,36.36,17.22,1.548,1,1,0.91,0.776,22.3,16.36,294.9,0.178,1,23.36,30.9,1,3.8791,0.12151,1.33661,0.0509,103.44868634632013,1222099471
0000000799,2,mild,5441.1,4.508,0.9277610038466049,0.8921676213936129,28.12,43.92,28.87,1.486,1,2,1.66,0.661,7.7,5.71,130.39,0.184,1,22.18,17.4,1,18.0908,0.21636,2.37996,0.13154,593.4182687521368,698602773
0000000257,0,mild,5472.2,4.354,1.0343598060562527,1.1170295716321565,32.53,74.84,17.61,0.637,1,2,1.31,0.683,15.4,-4.25,208.0,0.148,1,22.07,16.6,0,,,,,,1255447313
0000000068,0,mild,6393.8,4.37,1.1854723938039953,1.1775536225081653,27.17,69.74,12.02,0.634,1,2,1.025,0.683,12.6,5.01,238.48,0.226,1,48.43,55.1,0,,,,,,2011643283
0000000053,0,mild,5200.6,4.353,1.0214742365583833,1.1114710995229011,31.62,79.94,5.38,1.805,1,3,1.007,0.68,18.8,-0.0,248.98,0.176,1,23.58,16.2,0,,,,,,2097370137
0000000930,2,mild,6261.4,4.451,1.1093303922256754,1.0373982300905047,31.2,34.17,8.2,0.68,1,1,1.47,0.647,24.9,-18.83,261.02,0.245,1,28.71,21.1,1,37.081,0.09413,1.03543,0.22528,83.07397550634403,1033108488
0000001365,3,strong,6342.1,4.331,1.1362729466305381,1.2045611760168968,20.11,67.87,57.78,4.395,1,5,2.468,0.461,17.3,-7.13,165.19,0.072,1,4.119,465.1,1,38.2027,0.23784,2.61624,0.23165,393.3797063194981,638302078
0000001339,3,strong,5962.3,4.4,0.9722747893846996,1.0297740773063275,14.06,44.48,113.23,4.012,1,4,2.295,0.56,12.6,2.61,224.7,0.085,1,5.105,581.2,1,6.2999,0.12329,1.35619,0.06613,144.63442628231053,1263308071
0000001078,2,mild,6369.0,4.482,1.0964448227278059,1.0363506701165113,34.38,59.1,7.41,2.486,1,1,0.55,0.699,12.0,-16.52,197.28,0.219,1,29.87,18.2,1,7.4949,0.25038,2.75418,0.07729,588.959846943734,1490493969
0000001086,2,mild,6140.1,4.302,1.1479871007192837,1.2540280633499479,23.38,75.09,18.94,1.902,1,2,0.845,0.661,13.4,-16.1,183.56,0.22,1,22.32,22.0,1,10.7422,0.17808,1.95888,0.09977,203.4771589512897,261225795
0000001394,3,strong,5611.2,4.418,0.9254181730288105,0.9853996784374406,18.72,50.82,138.58,3.556,1,3,2.55,0.558,17.6,-20.43,181.31,0.101,1,2.374,225.3,1,36.9043,0.24679,2.71469,0.2114,632.8928155614851,1536301529
0000000101,0,mild,6324.5,4.513,1.0964448227278059,1.033060147194224,22.79,87.79,9.79,1.675,1,3,1.117,0.706,7.5,1.0,326.21,0.186,1,28.41,37.5,0,,,,,,1130564435
0000000620,1,strong,6361.2,4.238,1.0964448227278059,1.3165963934004374,16.37,23.92,59.28,3.312,1,5,2.128,0.508,18.6,4.6,163.1,0.127,1,5.992,240.4,0,,,,,,2038301099
0000001062,2,mild,6316.6,4.267,1.1433014390836949,1.3049802902520233,22.85,44.62,5.81,1.384,1,1,1.34,0.701,7.2,-18.84,193.46,0.171,1,29.12,16.6,1,6.0164,0.22183,2.44013,0.06769,291.56308435637044,877942401
0000001497,3,strong,6286.7,4.491,1.0964448227278059,1.0317075928322514,9.09,66.51,39.73,3.966,1,5,2.602,0.546,8.3,-13.76,161.26,0.118,1,1.049,109.0,1,17.4757,0.09702,1.0672199999999998,0.1359,89.22964584821453,1460245623
0000000726,1,strong,6175.7,4.484,1.0636451912786833,0.9930611382165712,11.2,51.29,26.75,3.855,1,2,2.88,0.522,10.3,-4.36,260.09,0.064,1,1.551,602.2,0,,,,,,398430051
0000000793,2,mild,5457.6,4.444,0.9031612802598041,0.9447060244907254,30.51,73.79,5.73,1.887,1,1,0.88,0.626,17.6,-10.78,285.31,0.215,1,57.52,23.0,1,4.778,0.33625,3.69875,0.05367,1278.2950240691866,1630301427
0000000805,2,mild,5623.9,4.421,0.9301038346643994,0.98766647902239,31.4,32.94,31.14,2.424,1,2,1.375,0.723,20.0,4.53,316.89,0.216,1,59.37,33.7,1,25.7503,0.20042,2.20462,0.16659,415.4907592376604,1289226525
0000001343,3,strong,5542.4,4.269,1.129244454176928,1.288147229098625,8.31,49.14,82.52,3.18,1,2,1.66,0.515,7.2,-9.78,39.69,0.067,1,3.663,403.9,1,5.7891,0.30147,3.31617,0.06571,552.6587835279643,2049742354
0000001422,3,strong,6091.8,4.481,1.0472453755541222,0.9715892846571115,21.69,23.27,49.49,1.276,1,4,2.15,0.509,23.6,15.05,126.33,0.097,1,2.703,215.5,1,6.0466,0.11769,1.2945900000000001,0.06596,148.05176013644444,932896441
0000000785,2,mild,5864.6,4.464,1.0074172516516164,0.9733864963916503,28.99,45.7,34.19,2.238,1,1,1.83,0.674,13.5,-7.04,104.68,0.231,1,50.54,99.8,1,13.2124,0.15726,1.7298600000000002,0.10965,263.3696888749422,1857420499
0000000813,2,mild,5903.5,4.348,1.0285027290118087,1.1245881870341528,22.42,59.77,24.35,1.564,1,2,1.23,0.715,13.1,-1.04,232.61,0.199,1,27.2,22.8,1,37.4807,0.15738,1.73118,0.22125,197.61137025359056,188567344
0000000390,1,strong,5586.8,4.532,0.9605606352957272,0.8779133065100566,21.72,69.62,30.98,2.375,1,2,2.385,0.577,17.8,-9.47,174.13,0.105,1,2.914,588.1,0,,,,,,28301641
0000000977,2,mild,5706.4,4.295,1.0941019919100112,1.233995496436421,34.96,82.97,6.18,1.723,1,3,1.527,0.725,13.2,7.33,175.35,0.234,1,22.92,25.3,1,23.8812,0.17198,1.89178,0.16724,195.98761230362717,1746775512
0000001325,3,strong,5297.8,4.402,0.9301038346643994,1.0055367409091878,19.69,71.27,135.08,4.778,1,4,2.617,0.554,15.0,13.41,236.32,0.085,1,2.225,307.0,1,3.1327,0.29343,3.22773,0.0409,859.2371025512103,1822172461
0000001480,3,strong,5751.9,4.49,0.9301038346643994,0.9078654762708713,21.5,43.83,27.55,1.414,1,5,2.366,0.51,19.0,0.19,210.19,0.102,1,2.323,102.5,1,4.9815,0.21895,2.40845,0.05572,586.8765796212257,357557294
0000000243,0,mild,6034.1,4.433,1.1655583318527423,1.0843995193172102,32.44,41.38,8.9,1.179,1,1,1.8,0.725,12.3,8.94,269.55,0.129,1,50.36,18.1,0,,,,,,704682834
0000000104,0,mild,5243.7,4.395,0.9418179887533715,1.0142015314315298,23.24,43.47,29.92,1.797,1,2,1.215,0.669,11.6,-3.97,269.74,0.197,1,30.64,20.1,0,,,,,,1126785956
0000000405,1,strong,6239.0,4.438,1.1198731309057504,1.0581096971351798,16.1,61.0,60.28,2.589,1,4,1.99,0.54,16.1,14.27,181.43,0.095,1,1.689,194.4,0,,,,,,901556217
0000001074,2,mild,5875.9,4.223,1.1690725780794338,1.3817750594622964,30.36,57.03,6.82,1.693,1,2,1.615,0.723,14.4,-6.03,129.4,0.169,1,51.16,89.4,1,48.2551,0.10379,1.1416899999999999,0.27326,56.92934760594001,480268684
0000001404,3,strong,5540.7,4.226,1.1854723938039953,1.3855991665909977,15.34,50.25,75.46,1.445,1,5,1.96,0.525,18.6,8.08,233.96,0.081,1,1.358,187.9,1,13.9584,0.26179,2.87969,0.12008,360.18926202898643,2035325253
0000000750,2,mild,5648.6,4.222,1.194843717075173,1.39227834020187,26.25,86.89,6.82,2.211,1,2,1.25,0.691,14.1,1.42,148.26,0.226,1,56.5,18.5,1,15.5806,0.1773,1.9503000000000001,0.12955,163.6308625527863,106012707
0000000110,0,mild,5958.0,4.465,1.0905877456833197,1.0117631607133863,32.42,57.49,22.27,1.672,1,1,1.55,0.792,17.9,-2.51,272.2,0.206,1,79.74,17.4,0,,,,,,119372207
0000000962,2,mild,6092.4,4.205,1.0613023604607905,1.3453656583920746,24.57,70.62,16.18,1.987,1,3,1.497,0.692,12.4,-2.81,270.37,0.198,1,65.42,24.8,1,5.1884,0.13744,1.51184,0.05983,105.30415308526669,463139062
0000000604,1,strong,6163.9,4.277,1.1597012548082561,1.2872331019323044,13.34,49.23,46.8,3.02,1,5,2.106,0.545,12.2,-5.82,210.32,0.118,1,1.381,126.3,0,,,,,,2116939887
0000001464,3,strong,5878.2,4.474,0.948846481206755,0.93762862143029,14.91,14.21,77.43,2.366,1,3,2.173,0.514,14.7,-7.65,218.92,0.128,1,4.272,509.5,1,4.2026,0.17289,1.9017899999999999,0.05008,343.06618972305904,592010156
0000000686,1,strong,5660.0,4.428,0.9301038346643994,0.9776502735703546,10.2,69.19,49.46,1.833,1,4,2.122,0.526,9.8,8.58,165.03,0.087,1,2.738,100.7,0,,,,,,146909957
0000000834,2,mild,5884.3,4.31,1.0683308529142723,1.2021539447613663,29.95,46.28,6.69,1.55,1,1,1.17,0.731,8.8,12.53,92.06,0.149,1,22.83,20.9,1,15.1431,0.28535,3.1388499999999997,0.12246,568.5065388214057,242828443
0000000246,0,mild,6374.0,4.362,1.0964448227278059,1.143265601546905,26.51,80.63,11.77,1.124,1,1,1.53,0.627,16.1,-4.63,52.75,0.146,1,43.03,39.5,0,,,,,,940556444
0000000170,0,mild,5506.0,4.454,0.9277610038466049,0.942920393867824,31.94,59.36,12.51,0.922,1,1,1.78,0.712,8.1,-9.99,315.5,0.213,1,30.72,18.1,0,,,,,,1567399756
0000001277,3,strong,5735.3,4.26,0.9886746051092608,1.2195528954283443,11.15,55.82,58.7,2.248,1,2,2.145,0.512,12.6,2.12,68.31,0.129,1,5.659,699.6,1,13.9827,0.25648,2.82128,0.11316,446.2781344279937,1846223827
0000000692,1,strong,6237.9,4.37,1.1550155931726673,1.1613861307132802,12.92,73.93,126.94,2.359,1,5,1.964,0.491,12.6,2.3,190.38,0.104,1,3.235,161.0,0,,,,,,2138790435
0000000344,0,mild,5226.0,4.531,0.9031612802598041,0.8287221478144801,35.0,29.88,24.4,0.716,1,3,1.663,0.689,17.7,-2.6,183.04,0.198,1,52.66,38.4,0,,,,,,1006814144
0000000523,1,strong,5878.5,4.508,0.9816461126558773,0.912706083919762,11.38,69.59,33.33,3.455,1,5,2.272,0.572,8.5,14.53,158.95,0.082,1,1.623,220.1,0,,,,,,1138234045
0000001077,2,mild,5542.9,4.315,1.0812164224121417,1.2007405391058144,24.85,80.54,23.61,1.821,1,3,1.453,0.732,6.0,-13.96,186.54,0.205,1,78.83,16.2,1,12.5987,0.18323,2.01553,0.10876,234.96041388144982,1949247164
0000000360,0,mild,6062.5,4.459,1.091759161092217,1.020453731015706,24.91,54.62,30.92,1.038,1,1,1.4,0.639,9.1,-8.55,77.4,0.186,1,53.01,28.0,0,,,,,,547649479
0000000212,0,mild,5465.1,4.27,1.1468156853103866,1.298750929711941,20.01,65.47,13.39,0.578,1,1,1.99,0.785,6.6,-1.45,303.99,0.16,1,60.85,16.8,0,,,,,,368766475
0000001449,3,strong,6251.1,4.336,1.103473315181189,1.1807866825956235,20.69,88.08,28.43,2.782,1,5,2.382,0.558,19.9,6.26,176.88,0.103,1,1.173,102.2,1,13.5988,0.17541,1.92951,0.11522,222.6720393171496,25955495
0000000925,2,mild,5846.4,4.283,1.0097600824694108,1.2015376638231734,29.01,85.07,28.68,1.814,1,1,1.39,0.739,9.3,5.08,3.44,0.219,1,74.7,24.1,1,8.6023,0.13636,1.4999600000000002,0.08243,129.95682410487765,576141836
0000000465,1,strong,5649.6,4.215,1.1854723938039953,1.4029800674465573,19.42,49.5,27.44,3.689,1,2,1.955,0.607,15.0,-0.9,225.56,0.105,1,2.539,111.1,0,,,,,,2070422758
0000000600,1,strong,6202.6,4.423,1.1468156853103866,1.088583560006185,12.04,76.65,72.98,4.466,1,3,2.07,0.518,11.0,-25.61,266.83,0.105,1,3.399,100.4,0,,,,,,1118772625
0000000443,1,strong,5878.6,4.289,1.0941019919100112,1.243334322029319,15.3,74.58,25.68,3.727,1,4,2.15,0.5,15.3,5.63,195.77,0.105,1,4.06,268.1,0,,,,,,1999904373
0000001486,3,strong,5517.9,4.291,1.140958608265676,1.2661464352921736,13.79,34.87,41.74,4.138,1,4,2.435,0.523,14.4,3.95,57.13,0.102,1,1.245,101.8,1,3.3378,0.16961,1.8657100000000002,0.04567,181.06517021263042,765472562
0000001357,3,strong,6132.7,4.326,1.1561870085815644,1.2224095249901392,11.86,40.23,111.04,4.87,1,2,1.835,0.504,12.2,5.65,135.37,0.099,1,3.332,374.3,1,11.9284,0.13735,1.51085,0.10724,127.38660378178722,1606338695
0000000945,2,mild,5641.4,4.241,1.1690725780794338,1.3479873904964543,33.09,89.7,14.43,1.144,1,1,1.4,0.761,19.5,-13.8,349.81,0.222,1,26.81,19.4,1,10.4166,0.11674,1.28414,0.09833,75.6776435835907,603830806
0000000043,0,mild,6132.8,4.381,1.140958608265676,1.1409608017378123,27.36,66.49,15.04,1.573,1,2,1.015,0.65,15.4,1.44,194.48,0.153,1,31.23,31.1,0,,,,,,215598007
0000000210,0,mild,6228.6,4.276,1.108158976816778,1.269370396486115,21.6,20.77,37.84,2.228,1,1,1.51,0.704,8.5,-14.56,197.75,0.157,1,37.15,26.6,0,,,,,,1601345269
0000001204,3,strong,5996.1,4.343,0.9968745129715414,1.1141123273782403,13.89,86.52,137.31,1.276,1,5,2.304,0.501,13.2,20.73,136.06,0.11,1,1.452,104.0,1,3.4887,0.19401,2.1341099999999997,0.04497,305.9779666705077,1038234406
0000000776,2,mild,5393.6,4.376,0.9863317742915458,1.0679978081913533,24.77,61.09,5.72,2.494,1,3,1.46,0.721,18.9,8.8,136.54,0.184,1,23.76,37.8,1,6.5031,0.26395,2.9034500000000003,0.06787,616.3146512074645,1555394261
0000001160,3,strong,5735.5,4.247,1.1843009783950977,1.3561840769210236,18.74,64.2,64.57,3.374,1,3,2.183,0.476,17.8,13.69,162.52,0.095,1,2.553,152.2,1,34.9795,0.10526,1.1578600000000001,0.22146,60.7840077481409,7577701
0000001260,3,strong,6147.4,4.389,1.1878152246217895,1.1494421323865198,11.86,43.17,38.05,4.897,1,3,2.317,0.522,9.3,-9.07,117.74,0.09,1,2.821,452.0,1,3.2735,0.23866,2.62526,0.04569,434.9956667895973,1818545229
0000000343,0,mild,5624.2,4.361,0.9816461126558773,1.0766119205246558,25.81,88.88,14.79,1.46,1,1,1.14,0.784,12.9,2.01,276.77,0.239,1,30.05,45.7,0,,,,,,1050440312
0000000969,2,mild,6340.8,4.437,1.0964448227278059,1.057316314669658,28.78,69.65,9.85,1.085,1,1,1.38,0.697,9.6,17.64,305.42,0.17,1,36.32,89.8,1,8.9351,0.2992,3.2912000000000003,0.0869,808.0034097338837,975026950
0000000030,0,mild,6298.4,4.374,1.1198731309057504,1.1405128284110646,22.02,26.67,10.69,0.634,1,1,0.53,0.702,12.8,-3.18,345.32,0.165,1,56.72,27.8,0,,,,,,129472806
0000000179,0,mild,5843.9,4.49,0.948846481206755,0.915726335816137,22.08,84.79,33.17,1.563,1,2,1.26,0.631,8.2,-9.32,226.34,0.149,1,25.59,59.9,0,,,,,,1760689892
0000001476,3,strong,5807.6,4.312,1.0355312214651498,1.1758847377557953,10.32,63.05,96.34,4.593,1,3,2.137,0.433,13.8,-1.67,176.89,0.097,1,1.068,843.3,1,23.0687,0.11065,1.21715,0.16045,89.34560862915421,1177386267
0000000766,2,mild,5774.5,4.477,1.0437311293274305,0.9780895816641839,32.67,59.1,5.04,1.279,1,3,1.49,0.713,13.2,-5.25,155.62,0.157,1,52.6,98.5,1,12.6812,0.19408,2.13488,0.10796,397.286843558952,1888076901
0000000647,1,strong,5973.5,4.396,1.1151874692701615,1.1085358931064193,14.03,25.18,71.99,3.78,1,4,2.383,0.535,15.3,14.47,154.56,0.113,1,1.722,1455.4,0,,,,,,1472349199
0000000528,1,strong,5731.8,4.413,0.9219039268021187,0.988178501034468,9.58,13.04,30.34,1.269,1,3,2.293,0.502,9.6,4.51,141.22,0.085,1,4.036,239.6,0,,,,,,338967527
0000000577,1,strong,5475.4,4.37,0.9722747893846996,1.0638544818957325,11.13,82.18,79.9,1.299,1,2,1.94,0.589,8.9,3.76,308.73,0.106,1,5.811,360.4,0,,,,,,139216473
0000001058,2,mild,6037.7,4.322,1.140958608265676,1.220361474904668,33.94,84.16,29.54,1.666,1,1,0.53,0.735,23.4,-19.06,52.14,0.185,1,26.8,32.2,1,12.3053,0.29708,3.26788,0.109,597.9566972058789,1822632306
0000001251,3,strong,5450.6,4.305,1.1058161459989835,1.2257352423468506,16.0,58.24,25.88,4.598,1,4,2.045,0.587,14.4,-5.81,137.98,0.074,1,2.883,240.0,1,12.6009,0.13988,1.53868,0.10959,131.40678295490898,1423204759
0000000133,0,mild,6377.5,4.416,1.1690725780794338,1.119341105057597,29.15,88.03,38.91,0.677,1,3,1.387,0.722,12.9,2.16,183.4,0.202,1,24.79,18.9,0,,,,,,254445141
0000000706,1,strong,6276.8,4.239,1.0636451912786833,1.29521597871248,20.49,32.51,130.53,4.694,1,2,2.0,0.605,18.1,6.02,67.55,0.098,1,1.212,150.2,0,,,,,,320529098
0000001442,3,strong,5800.2,4.305,0.9207325113932215,1.1175914001326612,16.61,16.99,30.43,2.633,1,4,2.355,0.526,17.3,9.56,154.09,0.122,1,2.491,104.7,1,23.9904,0.09788,1.0766799999999999,0.15837,77.39656762861313,17280875
0000000135,0,mild,6177.9,4.259,1.0683308529142723,1.2694607775943196,24.25,79.48,11.93,1.149,1,3,1.64,0.751,6.8,-11.29,284.44,0.18,1,31.19,19.8,0,,,,,,1522269722
0000001134,3,strong,6367.4,4.254,1.0964448227278059,1.2945979240787746,12.86,59.22,53.16,4.939,1,2,2.145,0.514,12.9,-2.04,261.24,0.089,1,1.554,104.9,1,18.8684,0.11956,1.31516,0.14303,86.06010712490396,1954516600
0000000249,0,mild,5622.4,4.388,0.9839889434736719,1.0482835246434126,26.68,47.13,5.06,1.649,1,3,1.023,0.765,9.5,-0.23,105.56,0.155,1,21.82,76.1,0,,,,,,2002468482
0000000789,2,mild,5754.0,4.308,1.0472453755541222,1.184633810224764,23.6,64.59,24.78,0.524,1,1,1.3,0.706,18.0,10.06,185.07,0.23,1,36.25,15.5,1,7.4011,0.20636,2.2699599999999998,0.07548,306.18412768961514,1404382877
0000001170,3,strong,5804.6,4.29,1.1058161459989835,1.248208620477761,11.51,69.52,56.17,2.032,1,2,1.955,0.564,13.6,5.86,249.15,0.106,1,5.734,119.1,1,5.5016,0.35203,3.8723300000000003,0.06307,802.5736154086419,319995135
0000000664,1,strong,5730.3,4.462,0.9441608195711662,0.9445788187169675,14.95,42.84,53.18,3.921,1,5,2.77,0.496,13.4,-8.13,230.74,0.116,1,1.791,762.1,0,,,,,,670739295
0000001090,2,mild,5537.3,4.438,0.9277610038466049,0.9652753495349775,31.54,83.26,38.38,1.38,1,2,1.59,0.724,24.4,-6.53,187.28,0.214,1,67.94,20.2,1,4.8472,0.25081,2.7589099999999998,0.05467,681.2196192442277,1499743393
0000000018,0,mild,5214.8,4.359,1.0343598060562527,1.1137438636982415,32.38,76.12,9.24,1.417,1,2,0.94,0.778,15.1,13.25,275.28,0.192,1,22.67,63.2,0,,,,,,69532566
0000000199,0,mild,5540.8,4.242,1.194843717075173,1.3768320752275836,27.68,24.25,7.06,1.681,1,1,1.59,0.655,20.4,0.88,115.24,0.123,1,27.32,25.0,0,,,,,,267598483
0000000735,1,strong,5281.6,4.398,0.9418179887533715,1.0129885359274835,21.33,87.11,131.3,1.862,1,2,2.275,0.553,18.5,-1.39,178.34,0.103,1,4.361,110.4,0,,,,,,870107655
0000001036,2,mild,6008.1,4.347,1.065988022096431,1.1452550557349963,22.59,43.39,25.82,2.242,1,2,1.675,0.764,11.6,-16.48,106.69,0.163,1,49.77,17.3,1,4.5256,0.16338,1.79718,0.0547,205.349301684308,2064996107
0000000213,0,mild,6244.1,4.509,1.0636451912786833,0.998001423223508,21.61,40.78,16.5,0.811,1,3,1.267,0.739,6.5,-8.7,110.8,0.156,1,67.24,75.9,0,,,,,,377634461
0000000398,1,strong,5717.6,4.292,0.9675891277491107,1.1637246053236587,15.49,43.9,37.04,4.47,1,4,2.152,0.625,12.9,-11.59,138.05,0.094,1,4.089,284.9,0,,,,,,1605631474
0000001426,3,strong,5760.7,4.268,0.9219039268021187,1.166696628510992,9.74,82.17,26.17,3.926,1,3,2.177,0.44,10.5,-26.19,135.82,0.113,1,1.362,128.0,1,35.6548,0.28591,3.14501,0.20634,605.9582288260539,1026909699
0000000533,1,strong,5625.3,4.331,1.0566166988253,1.158272732960388,15.0,34.37,118.97,4.339,1,2,2.12,0.552,14.2,5.71,205.12,0.103,1,1.876,185.4,0,,,,,,853024321
